title,link,date,summary
Rakesh Jhunjhunwala's close aide spells out Big Bull’s advise now,https://www.moneycontrol.com/news/business/markets/rakesh-jhunjhunwalas-close-aide-spells-out-big-bulls-advise-now-12256741.html,"February 14, 2024 12:39 PM IST","Rakesh Jhunjhunwala might have told investors to be careful of what they buy but certainly not sell in this market, says Hiren Ved."
Eris Lifesciences acquires 51% in Swiss Parenterals for Rs 637 crore,https://www.moneycontrol.com/news/business/stocks/eris-lifesciences-acquires-51-in-swiss-parenterals-for-rs-637-crore-12260441.html,"February 13, 2024 07:21 PM IST",This deal also marks the entry of Eris into the RoW Export Markets.
Gainers and Losers: 10 stocks that moved the most on February 13,https://www.moneycontrol.com/news/photos/business/stocks/gainers-and-losers-10-stocks-that-moved-the-most-on-february-13-12259831.html,"February 13, 2024 04:13 PM IST","All sectoral indices except metals closed in the green. Nifty Bank was the top gainer, up 1.38 percent. Nifty Metals slumped 2.07 percent"
Hero MotoCorp shares bounce back after Q3 disappointed brokerages,https://www.moneycontrol.com/news/business/markets/hero-motocorp-shares-bounce-back-after-q3-disappointed-brokerages-12259001.html,"February 13, 2024 03:59 PM IST","In the third quarter, the company witnessed a 51 percent year-on-year growth in net profit"
"PSU names recover, analysts advise stock-specific buying",https://www.moneycontrol.com/news/business/markets/psu-names-recover-analysts-advise-stock-specific-buying-12259071.html,"February 13, 2024 03:53 PM IST",The sharp surge in PSU stocks over the last year stretched valuations beyond fundamentals. Analysts anticipate the upward momentum to turn stock-specific in the coming time
Taking Stock: Market bounces back on favourable data; banks outshine,https://www.moneycontrol.com/news/business/markets/taking-stock-market-bounces-back-on-favourable-data-banks-outshine-12259201.html,"February 13, 2024 04:47 PM IST","Hindalco Industries, Grasim Industries, BPCL, Divis Laboratories and UltraTech Cement were among the top losers on the Nifty, while gainers included Coal India, UPL, Axis Bank, SBI Life Insurance and ICICI Bank"
"Sensex, Nifty gain led by banking stocks; may consolidate in range until next trigger",https://www.moneycontrol.com/news/business/markets/sensex-nifty-gain-led-by-banking-stocks-may-consolidate-in-range-until-next-trigger-12258621.html,"February 13, 2024 03:59 PM IST","As we approach the final phase of corporate earnings season, analysts anticipate Nifty to fluctuate within the range of 21,100 to 22,000 in the short term, as investors seek out the next catalyst for market movement"
Buy Captain Pipes; target of Rs 25: Asit C Mehta,https://www.moneycontrol.com/news/business/stocks/buy-captain-pipes-target-of-rs-25-asit-c-mehta-12259541.html,"February 14, 2024 10:48 AM IST",Asit C Mehta is bullish on Captain Pipes has recommended buy rating on the stock with a target price of Rs 25 in its research report dated February 12 2024.
LIVE: Haryana based Vibhor Steel Tubes launches Rs 70 Cr IPO on Feb 13th |IPO Watch,https://www.moneycontrol.com/news/videos/business/stocks/live-haryana-based-vibhor-steel-tubes-launches-rs-70-cr-ipo-on-feb-13th-ipo-watch-12257781.html,"February 13, 2024 02:36 PM IST",The Rs 72.17-crore initial public offering of Vibhor Steel Tubes will open for public subscription today. The steel pipes and tubes manufacturer has set the price band at Rs 141-151 per share. Vibhor Steel Tubes has collected Rs 22 crore from anchor investors before IPO launch. Watch the management on their plans of going public.
Buy PI Industries; target of Rs 4000: Sharekhan,https://www.moneycontrol.com/news/business/stocks/buy-pi-industries-target-of-rs-4000-sharekhan-2-12258361.html,"February 13, 2024 02:37 PM IST","Sharekhan is bullish on PI Industries has recommended buy rating on the stock with a target price of Rs 4000 in its research report dated February 12, 2024."
The FinFluencer menace is not just a social media phenomenon,https://www.moneycontrol.com/news/opinion/the-finfluencer-menace-is-not-just-a-social-media-phenomenon-12257831.html,"February 13, 2024 01:48 PM IST","The recent SEBI action on FinFluencers who appeared on a business TV channel and tended misleading financial advice for personal gain opens a new front in the battle for the markets regulator. While SEBI's action underscores its commitment to safeguarding investor interests, it must do more to enshrine transparency across media platforms"
LIVE: How to trade profitably in volatile markets | Signs to watch out for in the charts,https://www.moneycontrol.com/news/videos/business/markets/live-how-to-trade-profitably-in-volatile-markets-signs-to-watch-out-for-in-the-charts-12255421.html,"February 13, 2024 01:20 PM IST","India VIX, also known as the Fear Index, is currently trading at approximately a six-month high, reaching a level of 16. Heightened volatility poses a challenge for traders looking to make aggressive directional bets. To gain insights into how to trade profitably in such conditions, we turn to market experts Rajesh Sriwastava, Derivatives trader, Rohit Srivastava, Founder of Strike Money Analytics and Indiacharts and Sudeep Shah, Head of Derivative and Technical Research at SBI Securities"
Bharat Forge tumbles 4% on weak management commentary,https://www.moneycontrol.com/news/business/stocks/bharat-forge-tumbles-4-on-weak-management-commentary-12257091.html,"February 13, 2024 01:47 PM IST","The management says it expects growth to moderate in the coming quarter and in the financial year 2024-25. In the December quarter, the firm's consolidated net profit surged over 220 percent from the year-ago period"
L&T shares rise after vertical bags 'significant' order,https://www.moneycontrol.com/news/business/markets/lt-shares-rise-after-vertical-bags-significant-order-12256601.html,"February 13, 2024 12:51 PM IST","The order bagged by L&T Energy Hydrocarbon is worth Rs 1,000-2,500 crore and mainly involves an upgrade of shutdown systems in existing offshore platforms, the company has said"
63 Moons hits 5% upper circuit while MCX makes losses as tech glitches halt trading,https://www.moneycontrol.com/news/business/stocks/63-moons-hits-5-upper-circuit-while-mcx-makes-losses-as-tech-glitches-halt-trading-12254761.html,"February 13, 2024 01:20 PM IST","The recent glitch is the first incidence of a major technical issue after MCX finally migrated to TCS' platform in December. With trading stopped for over four hours now, the exchange could be liable to pay a hefty fee as mandated by market regulator SEBI"
"Mid-day Mood | Nifty, Sensex inch higher on upbeat Asian cues, gains in heavyweights",https://www.moneycontrol.com/news/business/markets/mid-day-mood-nifty-sensex-inch-higher-on-upbeat-asian-cues-gains-in-heavyweights-12256501.html,"February 13, 2024 12:48 PM IST","While the benchmarks rebounded, the broader market remained under pressure as investors continued to book profits"
Market momentum seen weakening as stocks above 20-DMA see sharp decline,https://www.moneycontrol.com/news/business/markets/market-momentum-percentage-of-stocks-trading-above-20-day-average-records-sharp-fall-12255461.html,"February 13, 2024 01:39 PM IST",For Nifty 500 index we see that 34 percent of the index constituents are trading above their 20 days SMA while it was 87 percent in the first week of December and almost 83 percent in January first week.
"PSU shares recover from sharp correction, but pressure remains on some stocks",https://www.moneycontrol.com/news/business/markets/psu-shares-recover-from-sharp-correction-but-pressure-remains-on-some-stocks-12254771.html,"February 13, 2024 11:59 AM IST","On February 13, the Nifty 50 index had a muted start and was trading at 21,733.85, around 0.55 percent higher than close on February 12. BSE Sensex was trading at 71,523.44, around 0.66 percent higher."
NHPC stock surges 8% after firm announces interim dividend,https://www.moneycontrol.com/news/business/markets/nhpc-stock-surges-8-after-firm-announces-interim-dividend-12254801.html,"February 13, 2024 11:16 AM IST","Despite a weak third quarter, analysts remain bullish on the counter due to 2.5 percent dividend yield"
"NMDC, Union Bank, BHEL in red despite MSCI inclusion amid rush to book profit",https://www.moneycontrol.com/news/business/markets/nmdc-union-bank-bhel-in-red-despite-msci-inclusion-amid-rush-to-book-profit-12254661.html,"February 13, 2024 10:57 AM IST","According to insights from Nuvama Alternative & Quantitative Research, India could witness a substantial surge in Foreign Institutional Investor (FII) passive inflows"
"Sell USDINR; target of : 82.90 : February 13, 2024: ICICI Direct",https://www.moneycontrol.com/news/currency/sell-usdinr-target-of-82-90-february-13-2024-icici-direct-12254941.html,"February 13, 2024 11:48 AM IST","ICICI Direct, Rupee ended little changed yesterday ahead of Inflation data from India and US. Further, rupee gave up most of its early gains amid uptick in dollar, surge in crude oil prices and risk aversion in the domestic market."
"Agri Picks Report February 13, 2024: Geojit",https://www.moneycontrol.com/news/business/stocks/agri-picks-report-february-13-2024-geojit-12254281.html,"February 13, 2024 10:36 AM IST","According to Geojit, India's vegetable oil imports fell 28% on year to 1.2 mln tn in January from 1.6 mln tn last year, the Solvent Extractors' Association of India said today."
GR Infraprojects trades 3% lower on 25% decline in Q3 net profit,https://www.moneycontrol.com/news/business/stocks/gr-infraprojects-trades-3-lower-on-25-decline-in-q3-net-profit-12254371.html,"February 13, 2024 10:17 AM IST","GR Infraprojects reported a consolidated net profit at Rs 242.9 crore for quarter ended December FY2024, falling 25 percent compared to the year-ago period."
Royal Orchid Hotels: Poised to grow bigger,https://www.moneycontrol.com/news/business/stocks/royal-orchid-hotels-poised-to-grow-bigger-12254441.html,"February 13, 2024 10:13 AM IST","With the company gaining scale, several large hotel owners are now willing to partner with ROHL. With the strengthening of the management team, ROHL is well placed to tap the next leg of growth"
Lemon Tree Hotels shares down 3%,https://www.moneycontrol.com/news/business/stocks/lemon-tree-hotels-shares-down-3-12252661.html,"February 13, 2024 10:18 AM IST",The hotel in Marpalle in Vikarabad district will be managed by Carnation Hotels Private Limited. It is expected to get operational in FY27
"Coal India: Higher volumes, e-auction prices support higher Q3 earnings",https://www.moneycontrol.com/news/business/earnings/coal-india-higher-volumes-e-auction-prices-support-higher-q3-earnings-12254431.html,"February 13, 2024 09:54 AM IST",Price hikes in the FSA segment are keenly awaited by the Street
Hindalco declines 14% as Novelis downgrades Bay Minette project returns to 'double digits’,https://www.moneycontrol.com/news/business/earnings/hindalco-declines-10-as-novalis-downgrades-bay-minette-project-returns-to-double-digits-12254351.html,"February 13, 2024 01:20 PM IST","Novelis said its Bay Minette project sees a 65% increase in total capital cost and a one-year delay. Novelis has revised the project cost to $4.1 billion, expecting commissioning by end-CY2026E or 2HFY27E."
"HAL gains on robust Q3 results, CLSA sees 13% upside",https://www.moneycontrol.com/news/business/markets/hal-gains-on-robust-q3-results-clsa-sees-13-upside-12253791.html,"February 13, 2024 10:18 AM IST","Analysts at CLSA shared an ""outperform"" call on the stock following Q3 results, with a target price of Rs 3,225 a share, an upside of 13 percent from last close"
Amber Enterprises: Sluggish Q3 dampens short-term outlook,https://www.moneycontrol.com/news/business/earnings/amber-enterprises-sluggish-q3-results-dampen-short-term-outlook-12254301.html,"February 13, 2024 09:52 AM IST",Exploring business adjacencies and acquisitions to expand business growth across all segments
JSW Energy trades flat despite winning 500 MW wind power project,https://www.moneycontrol.com/news/business/stocks/jsw-energy-trades-flat-despite-winning-500-mw-wind-power-project-12252001.html,"February 13, 2024 09:52 AM IST","The company expects to have 9.8 GW of installed generation capacity by CY24, up from 7.2 GW currently."
LIC – The elephant has started dancing,https://www.moneycontrol.com/news/business/moneycontrol-research/lic-the-elephant-has-started-dancing-12254211.html,"February 13, 2024 09:44 AM IST","While the insurer’s low valuation helped the rally in the stock, the financial performance can add momentum, going forward"
Allcargo Logistics falls 5% after Q3 net profit declines 88% on poor revenue,https://www.moneycontrol.com/news/business/stocks/allcargo-logistics-falls-5-after-q3-net-profit-declines-88-on-poor-revenue-12253931.html,"February 13, 2024 09:52 AM IST","According to the company, the Q3FY24 financials were impacted by significant losses incurred in select markets in US and Germany and both offices."
"Sensex gains on strong global cues; 21,840 is the level to watch for Nifty",https://www.moneycontrol.com/news/business/markets/market-gains-on-strong-global-cues-21840-is-the-level-to-watch-for-nifty-12254131.html,"February 13, 2024 10:18 AM IST",Analysts anticipate that markets will closely follow global equity trends and remain rangebound in the near term
GSK Pharma shares sink 8% as Q3 net profit tanks,https://www.moneycontrol.com/news/business/markets/gsk-pharma-shares-sink-8-as-q3-net-profit-tanks-12254201.html,"February 13, 2024 09:52 AM IST",The pharma company's net profit declined 72 percent on year to Rs 46 crore. The bottomline also included exceptional expenses worth Rs 220 crore
Dilip Buildcon trades lower after 3% drop in Q3 net profit,https://www.moneycontrol.com/news/business/markets/dilip-buildcon-trades-lower-after-3-drop-in-q3-net-profit-12253961.html,"February 13, 2024 09:35 AM IST","The company's EBITDA for the third quarter of the current fiscal year stood at Rs 377 crore, a significant increase from Rs 157.2 crore"
HFCL shares gain on winning Rs 141-crore order from BSNL,https://www.moneycontrol.com/news/business/stocks/hfcl-shares-gain-on-purchase-order-worth-rs-141-crore-from-bsnl-12253981.html,"February 13, 2024 09:53 AM IST","The company reported a consolidated profit of Rs 82.43 crore in the December quarter, down 19 percent from the year-ago period"
"Railway PSU stocks in free fall; IRCTC, RVNL down up to 30% from this year's highs",https://www.moneycontrol.com/news/business/stocks/railway-psu-stocks-in-free-fall-irctc-rvnl-down-up-to-30-from-this-years-highs-12254111.html,"February 13, 2024 10:04 AM IST","The fall in railway stocks is because of execution not keeping pace with growth expectations and fears of a slowdown in order inflows ahead of the Lok Sabha elections, analysts said"
Indian equities set for a cautious start post sharp sell-off; PSUs remain in focus | Opening Bell,https://www.moneycontrol.com/news/videos/business/earnings/indian-equities-set-for-a-cautious-start-post-sharp-sell-off-psus-remain-in-focus-opening-bell-12254091.html,"February 13, 2024 09:11 AM IST","The Indian equity market is expected to open on a cautious note on Tuesday tracking mixed global cues.
Asian markets traded higher, while the US stock indices ended mixed overnight as investors awaited key US inflation data that will influence the Federal Reserve monetary policy.Stocks to watch out for include Coal India, SAIL, Dilip Buildcon, Ashiana Housing, One 97 Communications amongst others.
Catch Nickey Mirchandai in conversation with Ajit Mishra, SVP-Technical Research and Prakash Diwan- Market Expert"
"Coal India keeps brokerages upbeat on ratings, target price hikes with strong Q3 earnings",https://www.moneycontrol.com/news/business/earnings/coal-india-keeps-brokerages-upbeat-on-ratings-target-price-hikes-with-strong-q3-earnings-12254041.html,"February 13, 2024 09:14 AM IST","Nuvama Research has maintained buy rating on the stock but increased target price to Rs 561 from Rs 500 earlier, Motilal Oswal has retained its buy rating and increased target price to Rs 490 a share, up 13 percent."
Krsnaa Diagnostics Q3 net profit down 4.4% at Rs 13 crore,https://www.moneycontrol.com/news/business/earnings/krsnaa-diagnostics-q3-net-profit-down-4-4-at-rs-13-crore-12245111.html,"February 13, 2024 08:57 AM IST","Krsnaa Diagnostics' Q3 revenue, however, was up 34 percent from the year-ago period at Rs 158.3 crore"
"Paytm crisis: Macquarie slashes target price by 57% to Rs 275, sees huge customer exodus",https://www.moneycontrol.com/news/business/stocks/paytm-crisis-macquarie-cuts-target-price-by-57-to-rs-275-sees-huge-customer-exodus-12253551.html,"February 13, 2024 10:36 AM IST",Macquarie sees a 60-65 percent decline in revenues for One97 Communications due to lower payments and distribution revenue
"Live: Indian market braces for more pain; Is the PSU party over? Coal India, Eicher in focus",https://www.moneycontrol.com/news/videos/business/earnings/live-indian-market-braces-for-more-pain-is-the-psu-party-over-coal-india-eicher-in-focus-12253851.html,"February 13, 2024 08:36 AM IST","Indian equity market continues to see profit booking but experts believe in case of further selling pressure, 21,500 is expected to act as an immediate support for the Nifty 50. On February 12, the BSE Sensex was down 523 points at 71,072, while the Nifty 50 fell 167 points to 21,616, due to selling pressure in the banking & financial services, metal, FMCG and oil & gas stocks. The major selling pressure was seen in broader markets as the Nifty Midcap 100 and Smallcap 100 indices were down 2.5 percent and 4 percent respectively. The increase in volatility above 16 mark also gave discomfort for bull. India VIX, the fear index, jumped 3.98 percent to 16.06, from 15.45 levels. This morning global cues are mixed with the Dow clocking a fresh record ahead of January CPI data and the Japanese Nikkei breaching the 37,000 mark to hit a fresh 34-year high. Meanwhile, Bitcoin surpassed the $50,000 mark for the first time in two years. The GIFT Nifty is hinting at a start above the 21,700 mark. Among stocks in focus will be Coal India, Hindalco, Eicher Motors. What should you do with PSU stocks after selloff? Catch Nandita Khemka in conversation with Sacchitanand Uttekar, Vice President- Research (Derivatives And Technicals) At TradeBulls Securities and Shrikant Chouhan, Head of Equity Research – Retail, Kotak Securities."
"Closing Bell: Nifty around 21,750, Sensex up 483 pts; Nifty Bank gains 1.4%",https://www.moneycontrol.com/news/business/markets/stock-market-live-sensex-nifty-50-share-price-gift-nifty-latest-updates-13-02-2024-12253531.html,"February 13, 2024 04:25 PM IST",The BSE midcap index added 0.6 percent and the smallcap index rose 0.2 percent.
Stock Market Today: Top 10 things to know before the market opens,https://www.moneycontrol.com/news/business/markets/stock-market-today-top-10-things-to-know-before-the-market-opens-230-12251981.html,"February 13, 2024 07:06 AM IST","Trends in the GIFT Nifty indicate a positive start for the broader index in India, with a gain of 52.50 points or 0.24 percent."
"HFT Scan: Algo traders zoom in on Easy Trip Planners, Dish TV India",https://www.moneycontrol.com/news/business/markets/hft-scan-algo-traders-zoom-in-on-easy-trip-planners-dish-tv-india-12252981.html,"February 13, 2024 06:32 AM IST",Easy Trip Planners and Orient Press closed lower.
"Buzzing Stocks: Eicher Motors, M&M, Hindalco, SAIL, Coal India, JSW Energy and others",https://www.moneycontrol.com/news/photos/business/stocks/buzzing-stocks-eicher-motors-mm-hindalco-sail-coal-india-jsw-energy-and-others-12253211.html,"February 13, 2024 06:21 AM IST","Stocks to watch: Check out the companies making headlines before the opening bell today, on February 13, 2024."
"Trade Spotlight | How to trade in Zydus Lifesciences, HCL Tech, Apollo Hospitals today",https://www.moneycontrol.com/news/business/markets/trade-spotlight-how-to-trade-in-zydus-lifesciences-hcl-tech-apollo-hospitals-today-12253221.html,"February 13, 2024 06:17 AM IST","Zydus Lifesciences formed strong bullish candlestick pattern on the daily charts, with robust volumes, while on the monthly basis, it has continued run up for fourth consecutive month."
"MSCI Review: Five additions to India Standard Index, key changes in Small Cap index",https://www.moneycontrol.com/news/business/markets/msci-review-five-additions-to-india-standard-index-key-changes-in-small-cap-index-12253421.html,"February 13, 2024 07:38 AM IST",MSCI has also revealed 27 additions and six deletions from the Small Cap index
"Hot Stocks | Bet on HCL Technologies, KEC International for double-digit returns",https://www.moneycontrol.com/news/business/markets/hot-stocks-bet-on-hcl-technologies-kec-international-for-double-digit-returns-12253161.html,"February 13, 2024 06:04 AM IST","Immediate supports for the Nifty are seen at 21,448 and 21,137, derived from the previous swing lows."
Govt loses Rs 3.8 trillion wealth in PSU stocks crash days after setting tall divestment target,https://www.moneycontrol.com/news/business/earnings/psu-stocks-slump-erodes-rs-3-8-lakh-cr-of-govt-wealth-hits-retail-investors-too-12252081.html,"February 13, 2024 09:14 AM IST","This profit-taking is a healthy sign for the market, reflecting discomfort with overvalued stocks. The recent sharp gains in certain stocks led to substantial corrections in the last few sessions"
"MC Explains | Bandhan Bank's loans worth Rs 23,300 crore are being probed. Here's why",https://www.moneycontrol.com/news/business/stocks/mc-explains-bandhan-banks-loans-worth-rs-23300-crore-are-being-probed-heres-why-12246951.html,"February 12, 2024 09:25 PM IST",The bank’s portfolio of loans under the government’s credit guarantee schemes is being reviewed to find window-dressing or evergreening
"Railway PSU stocks in a free fall; IRCTC, RVNL biggest losers",https://www.moneycontrol.com/news/business/stocks/railway-psu-stocks-in-a-free-fall-irctc-rvnl-biggest-losers-12250071.html,"February 12, 2024 07:06 PM IST","The BSE PSU Index, which had gained over 12 percent YTD, fell 4 percent to close at 17,568 on February 12"
Major trend reversal or simply a running correction; what lies ahead for PSU stocks?,https://www.moneycontrol.com/news/business/markets/major-trend-reversal-or-simply-a-running-correction-what-lies-ahead-for-psu-stocks-12250851.html,"February 12, 2024 05:24 PM IST","From their respective all-time highs which were made in past couple of months for majority of the PSU stocks, the stocks are down anywhere between 10 percent to 25 percent  with railways PSU stocks taking the maximum brunt of the price correction, followed by PSU power and defense sector stocks."
The stock market is loving private equity’s new normal ,https://www.moneycontrol.com/news/opinion/the-stock-market-is-loving-private-equitys-new-normal-12251051.html,"February 12, 2024 05:17 PM IST","The stunning change in sentiment around private capital managers is driven by confidence that interest rates have peaked, bringing some predictability to the cost of capital. Spreads – the extra cost to reflect the risk of the borrower – have fallen. Buyout firms should find it easier to refinance existing investments and initiate new transactions"
PSU shares tumble: Rs 6.4 lakh crore wealth destroyed in past 3 sessions,https://www.moneycontrol.com/news/business/markets/psu-shares-tumble-rs-6-4-lakh-crore-wealth-destroyed-in-past-3-sessions-12250551.html,"February 12, 2024 07:07 PM IST","After the sustained run in these stocks, analysts have been cautioning investors. While a section of the market continues to believe the re-rating in state-owned companies as a whole was very much warranted, some have turned skeptical."
NHPC shares nosedives 16% after earnings announcement,https://www.moneycontrol.com/news/business/markets/nhpc-shares-nosedives-16-after-earnings-announcement-12250761.html,"February 12, 2024 04:36 PM IST",The stock of the company plummeted 15.81 per cent to close at Rs 81.03 apiece on the BSE.
Gainers and Losers: 10 stocks that moved the most on February 12,https://www.moneycontrol.com/news/photos/business/stocks/gainers-and-losers-10-stocks-that-moved-the-most-on-february-12-12250481.html,"February 12, 2024 04:20 PM IST","All major sectoral indices except IT and pharma ended in the red. About 774 shares advanced, 2,648 declined and 58 remained unchanged"
Dr Reddy's ends 3% higher after US FDA clears Hyderabad facility with VAI tag,https://www.moneycontrol.com/news/business/markets/dr-reddys-ends-3-higher-after-us-fda-clears-hyderabad-facility-with-vai-tag-12249781.html,"February 12, 2024 05:00 PM IST",The USFDA has classified the inspection as Voluntary Action Indicated (VAI) and concluded that the inspection is closed
"Taking Stock: Sensex, Nifty close in the red; PSU banks take a hit",https://www.moneycontrol.com/news/business/markets/taking-stock-sensex-nifty-close-in-the-red-psu-banks-take-a-hit-12249801.html,"February 12, 2024 05:44 PM IST",Small and midcaps bleed. The BSE midcap index falls 2.6 percent and the smallcap index 3 percent
"Live: Nifty sees triple-digit fall; Smallcaps Bleed, PSUs Crack| Hero, Honasa in focus| Closing Bell",https://www.moneycontrol.com/news/videos/business/earnings/live-nifty-sees-triple-digit-fall-smallcaps-bleed-psus-crack-hero-honasa-in-focus-closing-bell-12249691.html,"February 12, 2024 03:41 PM IST","PSU stocks come under pressure dragging the benchmark Sensex & Nifty lower. Sensex sheds over 450 points. Nifty Bank falls below 45,000 while the PSU Bank index cracks over 3%. But the wipe-out wasn't restricted to banking names. Rail PSUs like RVNL, IRFC, IRCTC, BEML crack 8-10% apiece while Power PSUs like SJVN, NBCC, NHPC were down anywhere between 10-20%.  However, defensives like I.T. & pharma among top gainers today. Among the stocks in focus were Hero Moto Corp, Divi's Labs and Honasa Consumers post their Q3 earnings and brokerages adjusting their targets for these counters. Nandita Khemka & Yatin Mota discuss the highlights of the trading day on Closing Bell."
"PSU banking stocks drag down Sensex, Nifty; analysts say consolidation likely to prolong",https://www.moneycontrol.com/news/business/markets/psu-banking-stocks-drag-down-sensex-nifty-analysts-say-consolidation-likely-to-prolong-12249461.html,"February 12, 2024 03:49 PM IST",Analysts expect markets to observe consolidation for the next few days as valuations look stretched and investors approach the fag end of earnings season
Market tanks but Dow Trend scanner indicates strength in these stocks; Check if you own any,https://www.moneycontrol.com/news/business/markets/market-tanks-but-dow-trend-scanner-indicates-strength-in-these-stocks-check-if-you-own-any-12249421.html,"February 12, 2024 03:19 PM IST","Nifty Pharma index made life highs while Nifty IT index is 1,000 points away from its life highs. The rally in defensive stocks indicates risk-off mood in the markets."
Live: Mamaearth parent Honasa’s shares soar as much as 10% post Q3 earnings l Earning Express,https://www.moneycontrol.com/news/videos/business/earnings/live-mamaearth-parent-honasas-shares-soar-as-much-as-10-post-q3-earnings-l-earning-express-12248731.html,"February 12, 2024 02:28 PM IST","The company, which also houses brands like The Derma Co. and BBlunt, posted a 264 per cent jump in net profit to Rs 26 crore in the third quarter of FY24. Catch Nickey Mirchandani in conversation with Ram,anpreet Sohi, CFO,  Honasa Consumer Limited live on Moneycontrol to know more."
"Bharat Forge net profit surges over 220% YoY in Q3, stock down nearly 14%",https://www.moneycontrol.com/news/business/earnings/bharat-forge-net-profit-surges-220-yoy-in-q3-12249181.html,"February 12, 2024 07:06 PM IST","EBITDA surged 30.9% to Rs 645 Crores, with EBITDA margins expanding to 28.5%, a 330 bps increase fueled by a favorable product mix and cost optimization focus"
Zomato surges 6% to new 52-week high; brokerages upbeat on Q3 result,https://www.moneycontrol.com/news/business/markets/zomato-surges-6-to-new-52-week-high-brokerages-upbeat-on-q3-result-12248651.html,"February 12, 2024 02:15 PM IST","Zomato has rallied more than 200 percent in the past year, outperforming the Nifty, which has risen 21 percent during the period"
Fredun Pharmaceuticals gets Rs 28 crore order,https://www.moneycontrol.com/news/business/markets/fredun-pharmaceuticals-gets-rs-28-crore-order-12248191.html,"February 12, 2024 01:46 PM IST","The stock was, however, trading down,  even though the pharma index was trading higher"
PB Fintech gains 2% after Jefferies initiates coverage with 'buy' call,https://www.moneycontrol.com/news/business/markets/pb-fintech-gains-2-after-jefferies-initiates-coverage-with-buy-call-12247001.html,"February 12, 2024 01:36 PM IST",Jefferies also expects a 30 percent compounded annual growth rate (CAGR) over FY25-27
"Banks, PSUs lead the selloff with mid and smallcap indices taking a bigger knock",https://www.moneycontrol.com/news/business/markets/bank-realty-media-stocks-correct-up-10-on-profit-booking-drag-midcap-small-cap-indices-12248251.html,"February 12, 2024 02:42 PM IST","The Nifty PSU bank index in particular is reeling under selling pressure, weighed down by Indian Overseas Bank, Central Bank, Maharashtra Bank, UCO Bank, Indian Bank and other names."
"Bandhan Bank sheds 7% as Rs 23,300-cr loans go under evergreening review",https://www.moneycontrol.com/news/business/markets/bandhan-bank-sheds-7-as-rs-23300-cr-loans-go-under-evergreening-review-12246011.html,"February 12, 2024 01:11 PM IST","As per the document accessed by Moneycontrol, the auditor will perform data analytics on the portfolio to identify evergreening of loans"
Analyst Call Tracker: Cipla falls out of favour despite strong Q3 earnings show,https://www.moneycontrol.com/news/business/markets/analyst-call-tracker-cipla-falls-out-of-favour-despite-strong-q3-earnings-show-12238101.html,"February 12, 2024 12:50 PM IST",Sentiment for Cipla has cooled among analysts as two of its much-awaited launches—respiratory drug Advair and chemotherapy drug Abraxane—have been delayed further due to their production plants facing regulatory issues.
Demystifying Concepts: Should you invest in the brands you use?,https://www.moneycontrol.com/news/opinion/demystifying-concepts-should-you-invest-in-the-brands-you-use-12246881.html,"February 12, 2024 01:13 PM IST",Just because a brand is popular or that you use it in your daily life doesn’t mean that it will make you a profit on your investments. It’s called familiarity bias. Here’s how one can tackle this trap
SpiceJet flies 4% lower in trade after reports of job-cut plans,https://www.moneycontrol.com/news/business/stocks/spicejet-flies-4-lower-in-trade-after-reports-of-job-cut-plans-12246941.html,"February 12, 2024 01:11 PM IST",SpiceJet plans to take more cost-saving measures in the coming months.
"Buy EURINR; target of : 90.00 : February 12, 2024: ICICI Direct",https://www.moneycontrol.com/news/currency/buy-eurinr-target-of-90-00-february-12-2024-icici-direct-12246801.html,"February 12, 2024 01:12 PM IST","ICICI Direct, Euro rose by 0.05% on Friday due to weak dollar and surge in German bond yields. 10-yr yield moved higher on hawkish comments from ECB Governing Council member Kazaks."
"LIC briefly crosses Rs 1,150 on stellar Q3 earnings: Should you buy, hold or sell the stock?",https://www.moneycontrol.com/news/business/markets/lic-briefly-crosses-rs-1150-on-stellar-q3-earnings-should-you-buy-hold-or-sell-the-stock-12245471.html,"February 12, 2024 11:28 AM IST","JPMorgan has upgraded LIC stock to 'overweight' from 'neutral' earlier with a target of Rs 1,340 per share."
"Divi's Labs soars 4.5% as net profit, revenue rises in Q3",https://www.moneycontrol.com/news/business/markets/divis-labs-soars-4-5-as-net-profit-revenue-rises-in-q3-12244681.html,"February 12, 2024 10:59 AM IST","Despite the Q3 earnings growth, brokerages caution against expensive valuations of Divi's Labs, which has already priced in its upside potential"
Divi’s Lab: Progress in product launch pipeline adds to conviction,https://www.moneycontrol.com/news/business/earnings/divis-lab-progress-in-product-launch-pipeline-adds-to-conviction-12244371.html,"February 12, 2024 11:10 AM IST",Sequential improvement in margin on the back of a favourable product mix and lower raw material prices
Gensol Engineering gains 3% on wining PLI bid for electrolyser plant with Matrix Gas,https://www.moneycontrol.com/news/business/markets/gensol-engineering-gains-3-on-wining-pli-bid-for-electrolyser-plant-with-matrix-gas-12245161.html,"February 12, 2024 10:39 AM IST",Gensol Engineering shares are up by more than 32 percent on year-to-date basis and in one year time frame Gensol Engineering shares have gained by more than 255 percent.
Italian Edibles lists at 19% discount over IPO price on NSE SME,https://www.moneycontrol.com/news/business/ipo/italian-edibles-lists-at-19-discount-over-ipo-price-on-nse-sme-12244051.html,"February 12, 2024 10:49 AM IST","The public issue was subscribed 154.43 times, with the retail portion booked 120.62 times and NII 177.37 times"
